Truck Number,Style,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Claim Number,Scale Claim Cost,Scale Labor Cost,claim_flag
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 45629,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 46829,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 47903,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 51675,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 53115,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 53625,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 76596,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 90932,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 97823,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 98774,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 102458,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 105532,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 116304,0.0,0.0,0
Truck 29256,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 119744,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 40522,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 46819,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 52013,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 53623,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 58070,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 58426,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 66132,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 68499,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 79473,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 83211,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 114934,0.0,0.0,0
Truck 29257,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 119475,0.0,0.0,0
Truck 29258,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 42467,0.0,0.0,0
Truck 29258,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 49969,0.0,0.0,0
Truck 29258,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 61757,0.0,0.0,0
Truck 29258,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 77063,0.0,0.0,0
Truck 29258,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 112976,0.0,0.0,0
Truck 29259,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 42419,0.0,0.0,0
Truck 29259,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 52169,0.0,0.0,0
Truck 29259,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 79102,0.0,0.0,0
Truck 29259,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 117562,0.0,0.0,0
Truck 29260,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 94048,0.0,0.0,0
Truck 29261,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 20989,0.0,0.0,0
Truck 29261,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 40178,0.0,0.0,0
Truck 29261,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 54911,0.0,0.0,0
Truck 29261,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 77399,0.0,0.0,0
Truck 29261,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 98238,0.0,0.0,0
Truck 29261,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 102901,0.0,0.0,0
Truck 29261,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 107518,0.0,0.0,0
Truck 29261,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 112446,0.0,0.0,0
Truck 29262,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 45727,0.0,0.0,0
Truck 29263,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 35544,0.0,0.0,0
Truck 29264,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 2906,0.0,0.0,0
Truck 29265,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 11888,0.0,0.0,0
Truck 29265,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 30266,0.0,0.0,0
Truck 29265,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 37682,0.0,0.0,0
Truck 29265,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 67140,0.0,0.0,0
Truck 29266,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 46251,0.0,0.0,0
Truck 29267,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 9982,0.0,0.0,0
Truck 29267,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 32148,0.0,0.0,0
Truck 29267,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 63710,0.0,0.0,0
Truck 29267,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 72013,0.0,0.0,0
Truck 29267,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 95751,0.0,0.0,0
Truck 29267,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 101327,0.0,0.0,0
Truck 29267,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 101962,0.0,0.0,0
Truck 29267,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 121197,0.0,0.0,0
Truck 29267,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 122834,0.0,0.0,0
Truck 29268,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 77066,0.0,0.0,0
Truck 29268,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 82908,0.0,0.0,0
Truck 29268,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 88626,0.0,0.0,0
Truck 29268,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 97863,0.0,0.0,0
Truck 29268,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 111344,0.0,0.0,0
Truck 29269,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 43306,0.0,0.0,0
Truck 29269,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 78707,0.0,0.0,0
Truck 29269,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 98066,0.0,0.0,0
Truck 29269,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 99163,0.0,0.0,0
Truck 29270,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 13470,0.0,0.0,0
Truck 29270,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 74556,0.0,0.0,0
Truck 29270,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 84996,0.0,0.0,0
Truck 29270,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 113911,0.0,0.0,0
Truck 29271,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 180,0.0,0.0,0
Truck 29271,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 7493,0.0,0.0,0
Truck 29271,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 13708,0.0,0.0,0
Truck 29271,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 32962,0.0,0.0,0
Truck 29271,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 40657,0.0,0.0,0
Truck 29271,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 79540,0.0,0.0,0
Truck 29271,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 81335,0.0,0.0,0
Truck 29271,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 82741,0.0,0.0,0
Truck 29271,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 83712,0.0,0.0,0
Truck 29272,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 46336,0.0,0.0,0
Truck 29272,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 59236,0.0,0.0,0
Truck 29273,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 48642,0.0,0.0,0
Truck 29274,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 48829,0.0,0.0,0
Truck 29274,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 94610,0.0,0.0,0
Truck 29275,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 84336,0.0,0.0,0
Truck 29275,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 109691,0.0,0.0,0
Truck 29276,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 17925,0.0,0.0,0
Truck 29276,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 31555,0.0,0.0,0
Truck 29276,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 53966,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 16007,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 18952,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 60560,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 72887,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 91842,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 94655,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 108580,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 114491,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 117744,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 117879,0.0,0.0,0
Truck 29277,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 120850,0.0,0.0,0
Truck 29278,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 36584,0.0,0.0,0
Truck 29278,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 101081,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 15536,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 40735,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 44574,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 69500,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 85748,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 92341,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 94819,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 96470,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 100271,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 107199,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 109136,0.0,0.0,0
Truck 29279,Style 4,Option 38,Option 97,Option 190,Option 207,Option 271,Option283,Option 291,Option 300,Claim 118390,0.0,0.0,0
Truck 29280,Style 3,Option 8,Option 84,Option 181,Option 206,Option 266,Option 282,Option 291,Option 297,,0.0,0.0,0
Truck 29281,Style 3,Option 8,Option 84,Option 181,Option 206,Option 266,Option 282,Option 291,Option 297,,0.0,0.0,0
Truck 29282,Style 3,Option 8,Option 84,Option 181,Option 206,Option 266,Option 282,Option 291,Option 297,,0.0,0.0,0
Truck 29283,Style 3,Option 8,Option 84,Option 181,Option 206,Option 266,Option 282,Option 291,Option 297,,0.0,0.0,0
Truck 29284,Style 3,Option 5,Option 84,Option 181,Option 206,Option 266,Option 282,Option 291,Option 300,,0.0,0.0,0
Truck 29285,Style 3,Option 5,Option 84,Option 181,Option 206,Option 266,Option 282,Option 291,Option 300,,0.0,0.0,0
Truck 29286,Style 3,Option 5,Option 84,Option 181,Option 206,Option 266,Option 282,Option 291,Option 300,,0.0,0.0,0
Truck 29287,Style 4,Option 47,Option 102,Option 183,Option 215,Option 265,Option 284,Option 291,Option 300,,0.0,0.0,0
Truck 29288,Style 4,Option 47,Option 102,Option 183,Option 215,Option 265,Option 284,Option 291,Option 300,,0.0,0.0,0
Truck 29289,Style 4,Option 47,Option 102,Option 183,Option 215,Option 265,Option 284,Option 291,Option 300,,0.0,0.0,0
Truck 29290,Style 3,Option 31,Option 98,Option 182,Option 206,Option 265,Option283,Option 291,Option 300,Claim 12473,0.0,0.0,0
Truck 29291,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29292,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29293,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29294,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 49323,0.0,0.0,0
Truck 29295,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29296,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29297,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29298,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29299,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 104920,0.0,0.0,0
Truck 29300,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29301,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29302,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29303,Style 3,Option 49,Option 106,Option 181,Option 206,Option 265,Option 284,Option 291,Option 300,,0.0,0.0,0
Truck 29304,Style 3,Option 49,Option 106,Option 181,Option 206,Option 265,Option 284,Option 291,Option 300,Claim 25893,0.0,0.0,0
Truck 29305,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29306,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 16249,0.0,0.0,0
Truck 29306,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 25781,0.0,0.0,0
Truck 29306,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 99100,0.0,0.0,0
Truck 29307,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29308,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 46211,0.0,0.0,0
Truck 29309,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29310,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29311,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29312,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29313,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 21540,0.0,0.0,0
Truck 29314,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29315,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29316,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29317,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29318,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 59748,0.0,0.0,0
Truck 29318,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 116531,0.0,0.0,0
Truck 29319,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29320,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29321,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29322,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29323,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29324,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29325,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29326,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29327,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29328,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 108085,0.0,0.0,0
Truck 29329,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29330,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29331,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29332,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29333,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 32660,0.0,0.0,0
Truck 29333,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,Claim 45309,0.0,0.0,0
Truck 29334,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29335,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29336,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29337,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29338,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29339,Style 3,Option 49,Option 98,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29340,Style 3,Option 49,Option 135,Option 181,Option 214,Option 266,Option 284,Option 291,Option 301,,0.0,0.0,0
Truck 29341,Style 4,Option 39,Option 111,Option 190,Option 205,Option 266,Option283,Option 291,Option 300,Claim 317,0.0,0.0,0
Truck 29341,Style 4,Option 39,Option 111,Option 190,Option 205,Option 266,Option283,Option 291,Option 300,Claim 20595,0.0,0.0,0
Truck 29341,Style 4,Option 39,Option 111,Option 190,Option 205,Option 266,Option283,Option 291,Option 300,Claim 35756,0.0,0.0,0
Truck 29341,Style 4,Option 39,Option 111,Option 190,Option 205,Option 266,Option283,Option 291,Option 300,Claim 83930,0.0,0.0,0
Truck 29342,Style 4,Option 39,Option 111,Option 190,Option 205,Option 266,Option283,Option 291,Option 300,Claim 89093,0.0,0.0,0
Truck 29343,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 45106,0.0,0.0,0
Truck 29343,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 45108,0.0,0.0,0
Truck 29343,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 47238,0.0,0.0,0
Truck 29343,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 121789,0.0,0.0,0
Truck 29344,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 51204,0.0,0.0,0
Truck 29344,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 55824,0.0,0.0,0
Truck 29344,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 55971,0.0,0.0,0
Truck 29344,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 58924,0.0,0.0,0
Truck 29344,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 82547,0.0,0.0,0
Truck 29344,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 93288,0.0,0.0,0
Truck 29344,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 112970,0.0,0.0,0
Truck 29344,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 122496,0.0,0.0,0
Truck 29345,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 47241,0.0,0.0,0
Truck 29345,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 60634,0.0,0.0,0
Truck 29345,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 77387,0.0,0.0,0
Truck 29345,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 91514,0.0,0.0,0
Truck 29345,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 98137,0.0,0.0,0
Truck 29345,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 100235,0.0,0.0,0
Truck 29346,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 64094,0.0,0.0,0
Truck 29346,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 77392,0.0,0.0,0
